,GDate,CodOfBuyer,CodOfSeller,Value,Valume
54474,2022-04-27,288984,126353,1724163968,310654
54575,2022-04-27,199462,615402,1359455852,212118
54604,2022-04-27,199462,498311,1663112816,372325
54639,2022-04-27,199462,217194,2238403337,410808
54643,2022-04-27,199462,126353,5298920817,630618
54704,2022-04-27,120407,163989,2568018043,338609
54705,2022-04-27,120407,696670,3787620364,583832
54857,2022-04-27,783778,801446,1517998173,242717
55056,2022-04-27,230594,801446,1152150802,189911
55303,2022-04-27,913612,163989,2394426519,293415
55409,2022-04-27,574336,615402,1720649657,284043
55417,2022-04-27,574336,214720,1323926441,281843
55418,2022-04-27,574336,124448,1947340265,337962
55430,2022-04-27,574336,217194,2312477393,407142
55432,2022-04-27,574336,126353,1432208332,290330
55579,2022-04-27,802577,163989,1463568170,313375
55589,2022-04-27,802577,217194,1818343326,225550
55635,2022-04-27,239061,104799,1301860100,182065
55640,2022-04-27,239061,217194,5630209416,809758
55786,2022-04-27,763381,163989,1191976957,317642
55909,2022-04-27,171243,163989,1349056940,302439
56074,2022-04-30,828028,163989,1379763117,172535
56104,2022-04-30,812803,359231,1205992479,251514
56147,2022-04-30,790521,972875,1100938455,150036
56270,2022-04-30,722241,198531,1794045994,290988
56334,2022-04-30,703029,142850,1262341778,216774
56387,2022-04-30,684750,617843,1829800061,277297
56615,2022-04-30,586115,163989,1085214508,245127
56690,2022-04-30,557586,163989,2227436701,337855
56707,2022-04-30,557586,938603,5830166043,732455
56726,2022-04-30,550501,972875,1221724331,181956
56913,2022-04-30,465697,416597,1111340836,293458
56962,2022-04-30,456128,449088,1413978877,203041
56985,2022-04-30,456128,943949,1816492006,236832
57053,2022-04-30,418113,299866,1301645417,233600
57223,2022-04-30,326972,163989,1493192086,300301
57270,2022-04-30,305118,792422,1322454290,287937
57276,2022-04-30,305118,672258,3128672842,465864
57281,2022-04-30,305118,553297,2493705023,368394
57288,2022-04-30,305118,418113,1231415301,312822
57295,2022-04-30,305118,295414,2620638030,340203
57303,2022-04-30,305118,149398,1659553435,337405
57304,2022-04-30,305118,142850,1099957776,224211
57315,2022-04-30,305118,310990,2276087514,256603
57371,2022-04-30,305118,855394,1852554446,316960
57468,2022-04-30,225624,553297,1690702035,257442
57501,2022-04-30,203299,163989,1202068951,260695
57545,2022-04-30,190526,657185,1786866097,216455
57555,2022-04-30,190526,819379,4855498082,669638
57558,2022-04-30,190526,972875,3608473532,486383
57561,2022-04-30,190526,116271,6102511321,780164
57563,2022-04-30,190526,574336,4415362989,600477
57565,2022-04-30,190526,239061,1797116212,369668
57670,2022-04-30,139407,239061,1844527088,233318
57694,2022-04-30,117864,524078,1586643768,241392
57906,2022-04-30,539541,428740,1342858228,187140
57912,2022-04-30,539541,319389,1741738338,311052
57919,2022-04-30,539541,586747,1676210273,268316
58006,2022-04-30,393344,497881,1212603387,173724
58060,2022-04-30,681624,346950,1903451909,351882
58067,2022-04-30,681624,209219,1373898247,151383
58074,2022-04-30,681624,142850,1345606507,245752
58083,2022-04-30,681624,819379,1846271865,296255
58088,2022-04-30,681624,163989,3920271144,583848
58113,2022-04-30,681624,179024,1745004874,240051
58128,2022-04-30,681624,113398,1318705642,242543
58138,2022-04-30,681624,239061,3648874408,512410
58142,2022-04-30,681624,497881,1469503825,271368
58189,2022-04-30,553842,233734,1343030179,210545
58434,2022-04-30,224359,233734,1589957923,267747
58498,2022-04-30,256164,138719,1318565219,247033
58718,2022-04-30,913612,790521,1113373285,224102
58733,2022-04-30,913612,142850,1118100264,163970
58734,2022-04-30,913612,819379,1620476284,207713
58737,2022-04-30,913612,163989,1609935115,189591
58787,2022-04-30,037044,553297,1138718279,244727
58800,2022-04-30,116271,801446,3117842232,510361
58802,2022-04-30,116271,617843,2496229262,290944
58913,2022-04-30,802978,509620,1478578880,277887
58927,2022-04-30,905939,819379,1819912123,354973
58931,2022-04-30,905939,776253,1607114932,230340
58935,2022-04-30,905939,473405,2875961336,383925
59125,2022-04-30,991413,381001,1842650667,206329
59171,2022-04-30,241349,553297,1430161242,262929
59334,2022-04-30,889782,163989,1598167756,220356
59473,2022-04-30,456531,819379,1591077434,177932
59595,2022-04-30,126353,657185,1604303245,289991
59600,2022-04-30,126353,209219,2064301306,239604
59601,2022-04-30,126353,819379,5335071113,596912
59610,2022-04-30,126353,972875,3923394655,604823
59612,2022-04-30,126353,116271,1971400017,268005
59614,2022-04-30,126353,574336,1846336734,275748
59619,2022-04-30,126353,048366,1236068612,215245
59727,2022-04-30,855394,896383,1504426206,217661
59730,2022-04-30,855394,574336,1473172651,211846
59732,2022-04-30,855394,239061,1221847313,311106
59947,2022-05-01,833552,736962,1156169701,250820
60280,2022-05-01,610103,258072,5720411683,775281
60417,2022-05-01,471589,970364,1473425829,168733
60471,2022-05-01,445891,736962,1750542130,375565
60553,2022-05-01,355364,216797,1647626783,223045
60851,2022-05-01,186909,615402,1680997046,229836
61178,2022-05-01,407299,265643,1527858089,193128
61208,2022-05-01,696670,615402,1527339745,305349
61345,2022-05-01,393344,615402,1541760942,240872
61481,2022-05-01,888952,347139,1763648790,312494
61482,2022-05-01,888952,308535,1783575261,310400
61787,2022-05-01,493817,736962,1692176991,238084
61958,2022-05-01,706174,301196,2205137701,320212
61968,2022-05-01,706174,736962,1137332771,231194
61972,2022-05-01,706174,126353,1389119813,287201
62091,2022-05-01,534200,615402,3766940864,551786
62104,2022-05-01,534200,118516,1189530880,186080
62112,2022-05-01,534200,120792,1790372662,208948
62115,2022-05-01,534200,783933,3850799529,482741
62117,2022-05-01,534200,216797,1120355092,151016
62240,2022-05-01,473405,615402,3512463656,488830
62322,2022-05-01,864910,722208,2567172655,438732
62325,2022-05-01,864910,301196,1798703645,323517
62450,2022-05-01,763381,785258,1367927029,190548
62466,2022-05-01,795763,347139,1523192828,251249
62537,2022-05-01,122400,553297,1400698044,165326
62549,2022-05-01,126353,615402,1392116566,330001
62550,2022-05-01,126353,574304,1315111932,276641
62670,2022-05-01,028182,932998,1418040235,311116
62712,2022-05-01,154593,739625,1236829087,172851
62740,2022-05-01,154593,456276,1104102221,220139
62741,2022-05-01,154593,452214,1795484290,208943
62825,2022-05-01,154593,736962,2545910437,421698
62841,2022-05-01,154593,928500,1840767631,277551
62855,2022-05-01,154593,724722,2220806752,251408
62914,2022-05-02,834742,658434,3138666000,500767
62915,2022-05-02,834742,454313,1285302810,270701
62933,2022-05-02,829197,258081,1269948652,257243
62972,2022-05-02,758706,477752,1824940654,349695
63136,2022-05-02,615402,819379,2249916002,260022
63150,2022-05-02,615402,224359,4014288287,495966
63157,2022-05-02,615402,014598,1386503579,315661
63441,2022-05-02,295950,477752,3513889216,499658
63445,2022-05-02,292286,547019,1187837107,296386
63486,2022-05-02,273749,552149,2193923128,267383
63769,2022-05-02,761335,819379,1781935763,337555
63884,2022-05-02,895231,577572,1350971475,290640
63887,2022-05-02,895231,547019,1099382634,188139
63888,2022-05-02,895231,477752,1580925227,229787
63892,2022-05-02,895231,301196,1411934111,330652
63918,2022-05-02,895231,265643,3852299371,605263
63921,2022-05-02,895231,825471,1193145824,133817
63929,2022-05-02,895231,158834,1676015817,346367
63968,2022-05-02,393344,550501,1450956400,186714
63969,2022-05-02,393344,477752,3627441828,526763
63984,2022-05-02,681624,687860,1305599645,186672
64127,2022-05-02,977063,400140,1409968643,220593
64129,2022-05-02,977063,181452,1816623308,294537
64179,2022-05-02,230594,477752,1712323438,191602
64248,2022-05-02,631666,552149,1453250335,167326
64337,2022-05-02,753570,014598,1225392862,254030
64485,2022-05-02,736962,547019,2240194134,409256
64486,2022-05-02,736962,477752,2031233140,309582
64487,2022-05-02,736962,295414,2009340593,331319
64488,2022-05-02,736962,258081,1091104806,245717
64492,2022-05-02,736962,265643,1115563620,289409
64494,2022-05-02,736962,158834,1690296617,294758
64679,2022-05-02,763381,260087,1807680780,277728
64714,2022-05-02,972201,477752,5687154950,766656
64729,2022-05-02,972201,265643,1795368480,347526
64867,2022-05-07,891385,246435,1947561479,312194
64868,2022-05-07,891385,563293,1959469954,282899
64875,2022-05-07,890774,617843,3182343428,422294
64904,2022-05-07,890774,473569,9217699945,1095648
64938,2022-05-07,873441,407249,1604091599,199430
65010,2022-05-07,835064,770597,1510462906,180855
65016,2022-05-07,835064,473569,1134171869,274120
65045,2022-05-07,829197,703029,2401875933,289544
65057,2022-05-07,829197,465697,1852896636,313406
65059,2022-05-07,829197,452575,1159095538,284582
65064,2022-05-07,829197,301196,1441915784,288041
65075,2022-05-07,829197,770597,3738847981,518735
65078,2022-05-07,829197,306331,9579784744,1176182
65108,2022-05-07,829197,688992,1481656649,231115
65110,2022-05-07,829197,905939,2958821137,312403
65111,2022-05-07,829197,104217,1520806360,225886
65125,2022-05-07,829197,473569,2912898735,325625
65139,2022-05-07,824815,306331,5762340022,746090
65176,2022-05-07,801757,675591,1127353180,293685
65228,2022-05-07,782573,306331,1958253459,313356
65235,2022-05-07,782573,037044,1119202957,170379
65245,2022-05-07,782573,473569,3867157786,475860
65247,2022-05-07,776941,356564,1428836156,171419
65249,2022-05-07,776941,563293,3864052075,516214
65343,2022-05-07,745562,859323,1259694159,140559
65394,2022-05-07,722779,246435,1924987034,378700
65403,2022-05-07,722208,770597,2125253250,313437
65405,2022-05-07,722208,306331,1938877593,273318
65410,2022-05-07,722208,905939,1728423809,192737
65428,2022-05-07,719529,176300,6886917322,846319
65434,2022-05-07,719529,306331,1142747373,174857
65436,2022-05-07,719529,819943,1928637887,279708
65443,2022-05-07,719529,473569,1155315455,123137
65448,2022-05-07,714773,617843,5282696647,651716
65494,2022-05-07,714773,473569,11193512476,1337603
65551,2022-05-07,702457,126353,1926737951,273990
65563,2022-05-07,701791,306331,1435222129,302464
65570,2022-05-07,701791,473569,1488731788,199307
65737,2022-05-07,658434,905939,3595789673,526925
65793,2022-05-07,627778,224359,1948908621,225134
65977,2022-05-07,549811,356564,1499461340,163935
66000,2022-05-07,545782,681624,1933879001,360084
66025,2022-05-07,541133,224359,1957853765,351132
66041,2022-05-07,533238,617843,1920671362,286186
66145,2022-05-07,493307,359168,1926896116,301571
66148,2022-05-07,493307,246435,3843887687,551855
66149,2022-05-07,493307,191582,9619990938,1037282
66153,2022-05-07,493307,306331,21827074028,2285975
66154,2022-05-07,493307,019018,1954908938,235907
66157,2022-05-07,493307,977063,1940220166,360172
66158,2022-05-07,493307,224359,1939904962,375500
66161,2022-05-07,493307,664038,2888920604,363733
66163,2022-05-07,493307,473569,8107796476,924276
66184,2022-05-07,484489,991413,1379889514,152432
66193,2022-05-07,480848,675591,1239490029,246033
66246,2022-05-07,467819,407249,2019004467,316797
66275,2022-05-07,463767,684750,1564646014,278149
66279,2022-05-07,463767,617843,1947556625,347921
66282,2022-05-07,463767,594253,1278089010,141541
66287,2022-05-07,463767,452575,2752497437,455344
66298,2022-05-07,463767,298540,1954139570,339161
66309,2022-05-07,463767,306331,5896278263,767199
66315,2022-05-07,463767,019018,5143635486,559995
66335,2022-05-07,463767,720607,4233967886,616213
66354,2022-05-07,463767,473569,4869026490,556335
66486,2022-05-07,411392,409203,1924137643,210748
66496,2022-05-07,409278,477752,1886977222,283644
66505,2022-05-07,402342,224359,1939365889,370175
66552,2022-05-07,372848,306331,1566825705,328670
66553,2022-05-07,372141,234668,1261962502,148631
66597,2022-05-07,356564,423746,1258814973,265189
66598,2022-05-07,356564,319002,1441816356,295623
66599,2022-05-07,356564,163102,1458626502,310599
66707,2022-05-07,305118,178624,2788807686,357881
66709,2022-05-07,305118,208454,1265723180,201423
66710,2022-05-07,305118,473569,5068107231,548038
66720,2022-05-07,301196,228059,5777135092,710869
66732,2022-05-07,300954,681441,1933885827,276689
66734,2022-05-07,300954,617843,7652200400,871346
66745,2022-05-07,300954,409203,1662457707,325430
66754,2022-05-07,300954,190526,7908021278,944355
66766,2022-05-07,300954,125056,1891919509,207717
66767,2022-05-07,300954,393344,1912078498,274881
66794,2022-05-07,300954,263263,1340289806,272217
66795,2022-05-07,300954,421678,7681434411,805109
66804,2022-05-07,300954,310204,1158963034,151015
66805,2022-05-07,300954,473569,4829733461,542716
66873,2022-05-07,274489,477752,4716942387,549495
66881,2022-05-07,269226,191582,1150938734,235635
66909,2022-05-07,255135,190526,1928830643,234170
66914,2022-05-07,255135,178624,1129525009,231223
66920,2022-05-07,255135,126353,1657775571,277705
66978,2022-05-07,237159,477752,4320506082,458754
67000,2022-05-07,237159,094208,2375106370,385506
67014,2022-05-07,231201,126353,1457161294,177280
67035,2022-05-07,226769,306331,5070735637,541705
67038,2022-05-07,226769,096839,3874717126,541431
67041,2022-05-07,226769,473569,1421865154,155122
67090,2022-05-07,212988,473569,1131140680,264945
67169,2022-05-07,182029,224359,1926866833,333187
67178,2022-05-07,179527,190526,1909175005,257041
67179,2022-05-07,179527,306331,1723271159,354112
67229,2022-05-07,157035,246435,1959347075,288211
67301,2022-05-07,130555,943949,1606457171,239476
67392,2022-05-07,108066,819943,3304851252,431674
67414,2022-05-07,100817,067924,1926732294,220691
67433,2022-05-07,877310,179527,3474194550,449528
67434,2022-05-07,877310,142399,1156220995,261698
67444,2022-05-07,877310,524078,1926045974,346482
67445,2022-05-07,877310,473569,1687583120,315712
67554,2022-05-07,435831,409203,1928904238,338049
67555,2022-05-07,435831,191582,1925935042,240448
67560,2022-05-07,420703,407249,1209696074,260101
67563,2022-05-07,420703,234668,3822180242,563459
67566,2022-05-07,420703,306331,1111703339,293059
67567,2022-05-07,420703,098757,1223827327,254940
67570,2022-05-07,420703,715830,1487632628,163269
67571,2022-05-07,420703,793394,1659747660,310871
67596,2022-05-07,305731,473569,1516158391,189334
67609,2022-05-07,270644,456531,1917846182,321822
67698,2022-05-07,260308,014598,1381143925,301500
67727,2022-05-07,130133,178624,3170669213,456510
67744,2022-05-07,733936,246435,1939917366,306298
67745,2022-05-07,733936,991413,1957096229,357755
67746,2022-05-07,796551,014598,1507648174,323916
67772,2022-05-07,661026,407249,3335041457,375020
67802,2022-05-07,526555,118202,1371922509,214339
67806,2022-05-07,957523,067924,1959892738,277471
67832,2022-05-07,815368,306331,10733192227,1259516
67841,2022-05-07,815368,473569,5327633572,568986
67854,2022-05-07,118170,014598,1815080285,279053
67872,2022-05-07,736252,306331,4818782809,596725
68006,2022-05-07,096839,273749,1419325655,287091
68007,2022-05-07,096839,182554,1451511287,269389
68014,2022-05-07,096839,126353,2290288050,322019
68070,2022-05-07,343248,991413,1946193632,218194
68081,2022-05-07,369809,190526,1978152770,336467
68127,2022-05-07,558052,563293,1931324863,329057
68144,2022-05-07,674531,977063,1943564458,310649
68146,2022-05-07,685023,178624,2021466920,358266
68215,2022-05-07,867668,306331,1345824436,164643
68227,2022-05-07,945713,306331,2019003047,301249
68300,2022-05-07,255764,473569,1749550137,271580
68308,2022-05-07,269993,191582,3847066069,410050
68342,2022-05-07,417406,178624,1213720334,287384
68388,2022-05-07,463403,126353,1450191241,246775
68454,2022-05-07,564158,563293,1959473601,257127
68463,2022-05-07,569842,224359,1920935803,249751
68515,2022-05-07,726562,266863,1537494930,255611
68531,2022-05-07,726562,473569,6204103124,813591
68630,2022-05-07,138418,246435,1950296675,256693
68631,2022-05-07,138418,977063,1950005858,235549
68632,2022-05-07,138418,067924,1948655288,324972
68661,2022-05-07,280238,421678,1408900152,263376
68743,2022-05-07,519358,178624,1264789012,150451
68748,2022-05-07,520837,473569,4893846177,639862
68789,2022-05-07,702536,473569,2887476035,457225
68838,2022-05-07,753570,781116,1955707980,241552
68840,2022-05-07,753570,664038,1928041850,321348
68844,2022-05-07,756330,306331,1099582691,148031
68861,2022-05-07,815942,758706,1928301434,218521
68921,2022-05-07,092259,228059,1233300716,222167
68925,2022-05-07,116271,306331,1922766159,320310
68957,2022-05-07,265757,228059,4741026802,511075
68991,2022-05-07,348317,371143,1251726700,261976
68999,2022-05-07,348317,178624,3741571752,399867
69031,2022-05-07,405313,855871,1945599675,251115
69054,2022-05-07,500640,306331,4834917555,534611
69065,2022-05-07,519887,014598,1650564516,281426
69087,2022-05-07,594750,306331,1943763727,304107
69099,2022-05-07,706174,190526,3455631581,412845
69101,2022-05-07,706174,473405,3276661191,516393
69102,2022-05-07,706174,992866,1929840546,293789
69142,2022-05-07,855282,225624,1273143669,173899
69145,2022-05-07,855282,191582,1949449637,332682
69246,2022-05-07,115900,473569,1944674880,288442
